example_id                                                                            | status  | run_time        |
------------------------------------------------------------------------------------- | ------- | --------------- |
./spec/channels/llama_bot_rails/chat_channel_spec.rb[1:1]                             | passed  | 0.00116 seconds |
./spec/channels/llama_bot_rails/chat_channel_spec.rb[1:2]                             | passed  | 0.00347 seconds |
./spec/channels/llama_bot_rails/chat_channel_spec.rb[1:3]                             | passed  | 0.00353 seconds |
./spec/channels/llama_bot_rails/chat_channel_spec.rb[1:4:1:1]                         | passed  | 0.00111 seconds |
./spec/channels/llama_bot_rails/chat_channel_spec.rb[1:4:2:1:1]                       | passed  | 0.0012 seconds  |
./spec/channels/llama_bot_rails/chat_channel_spec.rb[1:4:2:2:1]                       | passed  | 0.00125 seconds |
./spec/channels/llama_bot_rails/chat_channel_spec.rb[1:4:3:1:1]                       | passed  | 0.00152 seconds |
./spec/channels/llama_bot_rails/chat_channel_spec.rb[1:4:4:1]                         | passed  | 0.00212 seconds |
./spec/channels/llama_bot_rails/chat_channel_spec.rb[1:4:4:2]                         | passed  | 0.00179 seconds |
./spec/controllers/llama_bot_rails/activity_events_controller_spec.rb[1:1:1]          | passed  | 0.00504 seconds |
./spec/controllers/llama_bot_rails/activity_events_controller_spec.rb[1:1:2]          | passed  | 0.00477 seconds |
./spec/controllers/llama_bot_rails/activity_events_controller_spec.rb[1:1:3]          | passed  | 0.00463 seconds |
./spec/controllers/llama_bot_rails/activity_events_controller_spec.rb[1:1:4]          | passed  | 0.00514 seconds |
./spec/controllers/llama_bot_rails/activity_events_controller_spec.rb[1:1:5]          | passed  | 0.00483 seconds |
./spec/controllers/llama_bot_rails/activity_events_controller_spec.rb[1:1:6]          | passed  | 0.0052 seconds  |
./spec/controllers/llama_bot_rails/activity_events_controller_spec.rb[1:2:1]          | passed  | 0.00654 seconds |
./spec/controllers/llama_bot_rails/activity_events_controller_spec.rb[1:2:2]          | passed  | 0.00896 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:1:1]                    | failed  | 0.00075 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:2:1]                    | failed  | 0.00068 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:3:1:1:1]                | failed  | 0.00075 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:3:1:1:2]                | failed  | 0.00082 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:3:1:1:3]                | failed  | 0.00095 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:3:1:1:4]                | failed  | 0.00078 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:3:1:1:5]                | failed  | 0.00076 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:3:1:1:6]                | failed  | 0.00076 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:3:1:2:1]                | failed  | 0.00079 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:3:2:1]                  | failed  | 0.00079 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:3:3:1]                  | failed  | 0.00128 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:4:1]                    | failed  | 0.00151 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:4:2]                    | failed  | 0.00133 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:4:3]                    | failed  | 0.00163 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:4:4]                    | failed  | 0.00136 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:5:1]                    | failed  | 0.00123 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:5:2]                    | failed  | 0.00121 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:6:1]                    | failed  | 0.00136 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:6:2]                    | failed  | 0.00224 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:6:3]                    | failed  | 0.00143 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:6:4]                    | failed  | 0.00136 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:7:1:1]                  | failed  | 0.00086 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:7:1:2]                  | failed  | 0.00075 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:7:2:1]                  | failed  | 0.00147 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:7:2:2]                  | failed  | 0.00144 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:8:1]                    | passed  | 0.00076 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:8:2]                    | passed  | 0.00073 seconds |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:8:3]                    | passed  | 0.0008 seconds  |
./spec/controllers/llama_bot_rails/agent_controller_spec.rb[1:8:4]                    | passed  | 0.00085 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:1:1]                  | passed  | 0.00058 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:2:1]                  | passed  | 0.00047 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:2:2]                  | passed  | 0.00041 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:2:3]                  | passed  | 0.0004 seconds  |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:3:1]                  | passed  | 0.00087 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:3:2]                  | passed  | 0.00049 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:3:3]                  | passed  | 0.0004 seconds  |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:4:1:1]                | passed  | 0.00277 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:4:2:1]                | passed  | 0.00555 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:4:2:2]                | passed  | 0.00267 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:4:2:3]                | passed  | 0.00263 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:4:2:4]                | passed  | 0.00419 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:4:2:5]                | passed  | 0.00394 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:4:2:6]                | passed  | 0.00888 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:4:3:1]                | passed  | 0.00633 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:4:3:2]                | passed  | 0.00462 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:5:1]                  | passed  | 0.00067 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:5:2]                  | passed  | 0.00046 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:6:1]                  | passed  | 0.0006 seconds  |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[1:6:2]                  | passed  | 0.00055 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[2:1:1]                  | passed  | 0.00332 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[2:1:2]                  | passed  | 0.00391 seconds |
./spec/controllers/llama_bot_rails/anonymous_feedback_spec.rb[2:2:1]                  | passed  | 0.00436 seconds |
./spec/controllers/llama_bot_rails/conversations_read_receipt_spec.rb[1:1]            | passed  | 0.01272 seconds |
./spec/controllers/llama_bot_rails/conversations_read_receipt_spec.rb[1:2]            | passed  | 0.0131 seconds  |
./spec/controllers/llama_bot_rails/conversations_read_receipt_spec.rb[1:3]            | passed  | 0.03867 seconds |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:1:1]                   | failed  | 0.00244 seconds |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:1:2]                   | passed  | 0.0019 seconds  |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:1:3]                   | passed  | 0.00384 seconds |
